compressor_library,compressor_codec,compressor_version,compressor_flags,compression_speed,decompression_speed,original_size,compressed_size,compression_ratio,dataset
lzo,lzo1b,2.09,-6,2393.55,5625.25,100000,425,0.43,artificial/alphabet.txt
lzo,lzo1b,2.09,-7,2644.03,5625.56,100000,425,0.43,artificial/alphabet.txt
lzo,lzo1b,2.09,-8,2653.01,5629.68,100000,425,0.43,artificial/alphabet.txt
lzo,lzo1b,2.09,-9,2651.25,5626.51,100000,425,0.43,artificial/alphabet.txt
lzo,lzo1b,2.09,-99,1774.75,5617.98,100000,425,0.43,artificial/alphabet.txt
lzo,lzo1b,2.09,-999,168.59,5566.38,100000,568,0.57,artificial/alphabet.txt
lzo,lzo1c,2.09,-1,2340.33,5514.81,100000,426,0.43,artificial/alphabet.txt
lzo,lzo1c,2.09,-2,2091.83,5499.64,100000,426,0.43,artificial/alphabet.txt
lzo,lzo1c,2.09,-3,2337.92,5497.53,100000,426,0.43,artificial/alphabet.txt
lzo,lzo1c,2.09,-4,2921.67,5596.6,100000,425,0.43,artificial/alphabet.txt
lzo,lzo1c,2.09,-5,2921.33,5595.97,100000,425,0.43,artificial/alphabet.txt
lzo,lzo1c,2.09,-6,2920.39,5610.41,100000,425,0.43,artificial/alphabet.txt
lzo,lzo1c,2.09,-7,2609.19,5600.36,100000,425,0.43,artificial/alphabet.txt
lzo,lzo1c,2.09,-8,2916.73,5604.12,100000,425,0.43,artificial/alphabet.txt
lzo,lzo1c,2.09,-9,2912.82,5611.67,100000,425,0.43,artificial/alphabet.txt
lzo,lzo1c,2.09,-99,2410.68,5636.34,100000,425,0.43,artificial/alphabet.txt
lzo,lzo1c,2.09,-999,136.37,5536.18,100000,708,0.71,artificial/alphabet.txt
lzo,lzo1f,2.09,-1,2091.57,5439.81,100000,426,0.43,artificial/alphabet.txt
lzo,lzo1f,2.09,-999,152.8,5540.78,100000,568,0.57,artificial/alphabet.txt
lzo,lzo1x,2.09,-1,10000,5717.88,100000,544,0.54,artificial/alphabet.txt
lzo,lzo1x,2.09,-11,12020.68,5717.88,100000,544,0.54,artificial/alphabet.txt
lzo,lzo1x,2.09,-12,11700.01,5717.55,100000,544,0.54,artificial/alphabet.txt
lzo,lzo1x,2.09,-15,11098.78,5717.88,100000,544,0.54,artificial/alphabet.txt
lzo,lzo1x,2.09,-999,172.6,5674.08,100000,568,0.57,artificial/alphabet.txt
lzo,lzo1y,2.09,-1,10000,5717.23,100000,544,0.54,artificial/alphabet.txt
lzo,lzo1y,2.09,-999,171.48,5674.72,100000,568,0.57,artificial/alphabet.txt
lzo,lzo1z,2.09,-999,171.32,5674.08,100000,568,0.57,artificial/alphabet.txt
lzo,lzo2a,2.09,-999,139.98,3580.12,100000,533,0.53,artificial/alphabet.txt
lzrw,lzrw,15-Jul-1991,-1,1249.97,1587.2,100000,13318,13.32,artificial/alphabet.txt
lzrw,lzrw,15-Jul-1991,-2,1407.14,2452.42,100000,11838,11.84,artificial/alphabet.txt
lzrw,lzrw,15-Jul-1991,-3,1270.83,2227.22,100000,11838,11.84,artificial/alphabet.txt
lzrw,lzrw,15-Jul-1991,-4,1348.47,1728.58,100000,11838,11.84,artificial/alphabet.txt
lzrw,lzrw,15-Jul-1991,-5,319.34,2160.39,100000,11838,11.84,artificial/alphabet.txt
lzvn,lzvn,2017-03-08,,154.82,5453.45,100000,778,0.78,artificial/alphabet.txt
quicklz,quicklz,1.5.0,-1,1366.19,6315.12,100000,1274,1.27,artificial/alphabet.txt
quicklz,quicklz,1.5.0,-2,556.96,6123.7,100000,1274,1.27,artificial/alphabet.txt
quicklz,quicklz,1.5.0,-3,102.53,4781.03,100000,2101,2.1,artificial/alphabet.txt
shrinker,shrinker,0.1,,9998,5661.55,100000,434,0.43,artificial/alphabet.txt
slz,slz_deflate,1.0.0,-1,6097.19,2711.94,100000,1216,1.22,artificial/alphabet.txt
slz,slz_deflate,1.0.0,-2,8686.59,2737.25,100000,1143,1.14,artificial/alphabet.txt
slz,slz_deflate,1.0.0,-3,8689.61,2737.85,100000,1143,1.14,artificial/alphabet.txt
slz,slz_gzip,1.0.0,-1,1691.56,1450.56,100000,1222,1.22,artificial/alphabet.txt
slz,slz_gzip,1.0.0,-2,1839.72,1457.87,100000,1149,1.15,artificial/alphabet.txt
slz,slz_gzip,1.0.0,-3,1839.55,1457.51,100000,1149,1.15,artificial/alphabet.txt
slz,slz_zlib,1.0.0,-1,1082.86,892.47,100000,1234,1.23,artificial/alphabet.txt
slz,slz_zlib,1.0.0,-2,1145.36,895.38,100000,1161,1.16,artificial/alphabet.txt
slz,slz_zlib,1.0.0,-3,1145.11,895.27,100000,1161,1.16,artificial/alphabet.txt
snappy,snappy,1.1.4,,11653.65,5316.89,100000,4745,4.74,artificial/alphabet.txt
wflz,wflz,2015-09-16,,603.56,15581.18,100000,1590,1.59,artificial/alphabet.txt
xpack,xpack,2016-06-02,-1,5129.52,3511.48,100000,58,0.06,artificial/alphabet.txt
xpack,xpack,2016-06-02,-2,5132.42,3511.24,100000,58,0.06,artificial/alphabet.txt
xpack,xpack,2016-06-02,-3,5120.33,3511.36,100000,58,0.06,artificial/alphabet.txt
xpack,xpack,2016-06-02,-4,5077.17,3510.99,100000,58,0.06,artificial/alphabet.txt
xpack,xpack,2016-06-02,-5,5022.35,3511.36,100000,58,0.06,artificial/alphabet.txt
xpack,xpack,2016-06-02,-6,5050.76,3511.36,100000,58,0.06,artificial/alphabet.txt
xpack,xpack,2016-06-02,-7,5017.81,3511.11,100000,58,0.06,artificial/alphabet.txt
xpack,xpack,2016-06-02,-8,5042.36,3511.11,100000,58,0.06,artificial/alphabet.txt
xpack,xpack,2016-06-02,-9,5053.06,3511.61,100000,58,0.06,artificial/alphabet.txt
xz,xz,5.2.3,-0,242.38,1022.47,100000,129,0.13,artificial/alphabet.txt
xz,xz,5.2.3,-1,179.94,1022.52,100000,129,0.13,artificial/alphabet.txt
xz,xz,5.2.3,-2,159.55,1022.41,100000,129,0.13,artificial/alphabet.txt
xz,xz,5.2.3,-3,115.89,1022.46,100000,129,0.13,artificial/alphabet.txt
xz,xz,5.2.3,-4,54.89,1019.37,100000,129,0.13,artificial/alphabet.txt
xz,xz,5.2.3,-5,35.96,1022.1,100000,129,0.13,artificial/alphabet.txt
xz,xz,5.2.3,-6,33.04,1022.33,100000,129,0.13,artificial/alphabet.txt
xz,xz,5.2.3,-7,53.32,1019.64,100000,129,0.13,artificial/alphabet.txt
xz,xz,5.2.3,-8,52.56,753.81,100000,129,0.13,artificial/alphabet.txt
xz,xz,5.2.3,-9,52.5,755.49,100000,129,0.13,artificial/alphabet.txt
zlib,zlib,1.2.11,-1,533.74,1424.97,100000,635,0.63,artificial/alphabet.txt
zlib,zlib,1.2.11,-2,533.27,1425.35,100000,635,0.63,artificial/alphabet.txt
zlib,zlib,1.2.11,-3,533.17,1425.72,100000,635,0.63,artificial/alphabet.txt
zlib,zlib,1.2.11,-4,229.17,1427.92,100000,290,0.29,artificial/alphabet.txt
zlib,zlib,1.2.11,-5,229.22,1428,100000,290,0.29,artificial/alphabet.txt
zlib,zlib,1.2.11,-6,229.23,1427.47,100000,290,0.29,artificial/alphabet.txt
zlib,zlib,1.2.11,-7,229.19,1427.88,100000,290,0.29,artificial/alphabet.txt
zlib,zlib,1.2.11,-8,228.98,1427.74,100000,290,0.29,artificial/alphabet.txt
zlib,zlib,1.2.11,-9,227.98,1428.16,100000,290,0.29,artificial/alphabet.txt
zstd,zstd,1.3.4,-1,11697.27,5732.3,100000,46,0.05,artificial/alphabet.txt
zstd,zstd,1.3.4,-2,11837.12,5731.64,100000,46,0.05,artificial/alphabet.txt
zstd,zstd,1.3.4,-3,11832.92,5732.63,100000,46,0.05,artificial/alphabet.txt
zstd,zstd,1.3.4,-4,8014.1,5732.63,100000,46,0.05,artificial/alphabet.txt
zstd,zstd,1.3.4,-5,8010.25,5732.96,100000,46,0.05,artificial/alphabet.txt
zstd,zstd,1.3.4,-6,6173.6,5731.97,100000,46,0.05,artificial/alphabet.txt
zstd,zstd,1.3.4,-7,4330.5,5732.3,100000,46,0.05,artificial/alphabet.txt
zstd,zstd,1.3.4,-8,4328.82,5732.63,100000,46,0.05,artificial/alphabet.txt
zstd,zstd,1.3.4,-9,4328.44,5732.3,100000,46,0.05,artificial/alphabet.txt
zstd,zstd,1.3.4,-10,4328.63,5732.3,100000,46,0.05,artificial/alphabet.txt
zstd,zstd,1.3.4,-11,4329.57,5732.63,100000,46,0.05,artificial/alphabet.txt
zstd,zstd,1.3.4,-12,4329.38,5731.97,100000,46,0.05,artificial/alphabet.txt
zstd,zstd,1.3.4,-13,10559.66,5732.3,100000,46,0.05,artificial/alphabet.txt
zstd,zstd,1.3.4,-14,1493.21,5483.36,100000,47,0.05,artificial/alphabet.txt
zstd,zstd,1.3.4,-15,1493.14,5485.76,100000,47,0.05,artificial/alphabet.txt
zstd,zstd,1.3.4,-16,1492.87,5483.06,100000,47,0.05,artificial/alphabet.txt
zstd,zstd,1.3.4,-17,1493.09,5492.39,100000,47,0.05,artificial/alphabet.txt
zstd,zstd,1.3.4,-18,1493.07,5484.26,100000,47,0.05,artificial/alphabet.txt
zstd,zstd,1.3.4,-19,1493.01,5487.27,100000,47,0.05,artificial/alphabet.txt
zstd,zstd,1.3.4,-20,1492.72,5483.66,100000,47,0.05,artificial/alphabet.txt
zstd,zstd,1.3.4,-21,1492.74,5482.16,100000,47,0.05,artificial/alphabet.txt
zstd,zstd,1.3.4,-22,1492.72,5483.36,100000,47,0.05,artificial/alphabet.txt
zstd_fast,zstd_fast,1.3.4,--5,12327.42,16812.37,100000,152,0.15,artificial/alphabet.txt
zstd_fast,zstd_fast,1.3.4,--4,12046.74,10478.88,100000,74,0.07,artificial/alphabet.txt
zstd_fast,zstd_fast,1.3.4,--3,12278.98,15026.3,100000,100,0.1,artificial/alphabet.txt
zstd_fast,zstd_fast,1.3.4,--2,11926.06,5732.63,100000,46,0.05,artificial/alphabet.txt
zstd_fast,zstd_fast,1.3.4,--1,11835.72,5732.63,100000,46,0.05,artificial/alphabet.txt
brotli,brotli,1.0.7,-0,0.89,1.49,1,5,500,artificial/a.txt
brotli,brotli,1.0.7,-1,0.98,1.49,1,5,500,artificial/a.txt
brotli,brotli,1.0.7,-2,1.2,1.51,1,5,500,artificial/a.txt
brotli,brotli,1.0.7,-3,1.21,1.49,1,5,500,artificial/a.txt
brotli,brotli,1.0.7,-4,1.21,1.49,1,5,500,artificial/a.txt
brotli,brotli,1.0.7,-5,1.22,1.49,1,5,500,artificial/a.txt
brotli,brotli,1.0.7,-6,1.18,1.49,1,5,500,artificial/a.txt
brotli,brotli,1.0.7,-7,1.19,1.49,1,5,500,artificial/a.txt
brotli,brotli,1.0.7,-8,1.2,1.49,1,5,500,artificial/a.txt
brotli,brotli,1.0.7,-9,0.13,1.49,1,5,500,artificial/a.txt
brotli,brotli,1.0.7,-10,0.04,1.5,1,5,500,artificial/a.txt
brotli,brotli,1.0.7,-11,0.04,1.5,1,5,500,artificial/a.txt
crush,crush,1.0,-0,0,2.24,1,2,200,artificial/a.txt
crush,crush,1.0,-1,0,2.25,1,2,200,artificial/a.txt
crush,crush,1.0,-2,0,2.25,1,2,200,artificial/a.txt
csc,csc,2016-10-13,-1,0.02,0.1,1,46,4600,artificial/a.txt
csc,csc,2016-10-13,-2,0.02,0.1,1,46,4600,artificial/a.txt
csc,csc,2016-10-13,-3,0.02,0.1,1,46,4600,artificial/a.txt
csc,csc,2016-10-13,-4,0.02,0.1,1,46,4600,artificial/a.txt
csc,csc,2016-10-13,-5,0.02,0.1,1,46,4600,artificial/a.txt
density,density,0.14.2,-1,0.13,0.13,1,17,1700,artificial/a.txt
density,density,0.14.2,-2,0.04,0.04,1,17,1700,artificial/a.txt
density,density,0.14.2,-3,0.02,0.02,1,17,1700,artificial/a.txt
fastlz,fastlz,0.1,-1,2.25,2.26,1,2,200,artificial/a.txt
fastlz,fastlz,0.1,-2,2.25,2.26,1,2,200,artificial/a.txt
gipfeli,gipfeli,2016-07-13,,1.21,1.81,1,17,1700,artificial/a.txt
lz4,lz4,1.8.3,,1.35,2.26,1,2,200,artificial/a.txt
lz4fast,lz4fast,1.8.3,-10,1.35,2.26,1,2,200,artificial/a.txt
lz4fast,lz4fast,1.8.3,-20,1.35,2.26,1,2,200,artificial/a.txt
lz4fast,lz4fast,1.8.3,-30,1.35,2.26,1,2,200,artificial/a.txt
lz4fast,lz4fast,1.8.3,-40,1.35,2.26,1,2,200,artificial/a.txt
lz4fast,lz4fast,1.8.3,-50,1.35,2.26,1,2,200,artificial/a.txt
lz4fast,lz4fast,1.8.3,-60,1.36,2.27,1,2,200,artificial/a.txt
lz4fast,lz4fast,1.8.3,-70,1.36,2.27,1,2,200,artificial/a.txt
lz4fast,lz4fast,1.8.3,-80,1.36,2.27,1,2,200,artificial/a.txt
lz4fast,lz4fast,1.8.3,-90,1.36,2.27,1,2,200,artificial/a.txt
lz4hc,lz4hc,1.8.3,-1,0.13,2.27,1,2,200,artificial/a.txt
lz4hc,lz4hc,1.8.3,-2,0.13,2.26,1,2,200,artificial/a.txt
lz4hc,lz4hc,1.8.3,-3,0.13,2.26,1,2,200,artificial/a.txt
lz4hc,lz4hc,1.8.3,-4,0.13,2.27,1,2,200,artificial/a.txt
lz4hc,lz4hc,1.8.3,-5,0.13,2.26,1,2,200,artificial/a.txt
lz4hc,lz4hc,1.8.3,-6,0.12,2.25,1,2,200,artificial/a.txt
lz4hc,lz4hc,1.8.3,-7,0.13,2.26,1,2,200,artificial/a.txt
lz4hc,lz4hc,1.8.3,-8,0.13,2.26,1,2,200,artificial/a.txt
lz4hc,lz4hc,1.8.3,-9,0.13,2.26,1,2,200,artificial/a.txt
lz4hc,lz4hc,1.8.3,-10,0.13,2.26,1,2,200,artificial/a.txt
lz4hc,lz4hc,1.8.3,-11,0.13,2.26,1,2,200,artificial/a.txt
lz4hc,lz4hc,1.8.3,-12,0.13,2.26,1,2,200,artificial/a.txt
lzf,lzf,3.6,-0,0.13,2.27,1,2,200,artificial/a.txt
lzf,lzf,3.6,-1,0.13,2.27,1,2,200,artificial/a.txt
lzfse,lzfse,2017-03-08,,2.26,0.58,1,13,1300,artificial/a.txt
lzg,lzg,1.0.8,-1,0.07,2.18,1,21,2100,artificial/a.txt
lzg,lzg,1.0.8,-2,0.07,2.18,1,21,2100,artificial/a.txt
lzg,lzg,1.0.8,-3,0.06,2.18,1,21,2100,artificial/a.txt
lzg,lzg,1.0.8,-4,0.06,2.18,1,21,2100,artificial/a.txt
lzg,lzg,1.0.8,-5,0.05,2.18,1,21,2100,artificial/a.txt
lzg,lzg,1.0.8,-6,0.03,2.18,1,21,2100,artificial/a.txt
lzg,lzg,1.0.8,-7,0.02,2.18,1,21,2100,artificial/a.txt
lzg,lzg,1.0.8,-8,0.01,2.17,1,21,2100,artificial/a.txt
lzg,lzg,1.0.8,-9,0.01,2.18,1,21,2100,artificial/a.txt
lzham,lzham,1.0,-d26,0.01,0.15,1,11,1100,artificial/a.txt
lzham,lzham,1.0,-d26,0.01,0.15,1,11,1100,artificial/a.txt
lzham,lzham,1.0,-d26,0.01,0.15,1,11,1100,artificial/a.txt
lzham,lzham,1.0,-d26,0.01,0.15,1,11,1100,artificial/a.txt
lzham,lzham,1.0,-d26,0.01,0.15,1,11,1100,artificial/a.txt
lzjb,lzjb,2010,,2.14,2.28,1,2,200,artificial/a.txt
lzlib,lzlib,1.8,-0,0.01,0.62,1,37,3700,artificial/a.txt
lzlib,lzlib,1.8,-1,0.01,0.62,1,37,3700,artificial/a.txt
lzlib,lzlib,1.8,-2,0.01,0.62,1,37,3700,artificial/a.txt
lzlib,lzlib,1.8,-3,0.01,0.62,1,37,3700,artificial/a.txt
lzlib,lzlib,1.8,-4,0.01,0.62,1,37,3700,artificial/a.txt
lzlib,lzlib,1.8,-5,0.01,0.62,1,37,3700,artificial/a.txt
lzlib,lzlib,1.8,-6,0.01,0.62,1,37,3700,artificial/a.txt
lzlib,lzlib,1.8,-7,0.01,0.62,1,37,3700,artificial/a.txt
lzlib,lzlib,1.8,-8,0.01,0.62,1,37,3700,artificial/a.txt
lzlib,lzlib,1.8,-9,0.01,0.62,1,37,3700,artificial/a.txt
lzma,lzma,16.04,-0,0.05,1.17,1,11,1100,artificial/a.txt
lzma,lzma,16.04,-1,0.05,1.17,1,11,1100,artificial/a.txt
lzma,lzma,16.04,-2,0.03,1.17,1,11,1100,artificial/a.txt
lzma,lzma,16.04,-3,0.01,1.17,1,11,1100,artificial/a.txt
lzma,lzma,16.04,-4,0,1.17,1,11,1100,artificial/a.txt
lzma,lzma,16.04,-5,0,1.17,1,11,1100,artificial/a.txt
lzma,lzma,16.04,-6,0,1.17,1,11,1100,artificial/a.txt
lzma,lzma,16.04,-7,0,1.17,1,11,1100,artificial/a.txt
lzma,lzma,16.04,-8,0,1.17,1,11,1100,artificial/a.txt
lzma,lzma,16.04,-9,0,1.17,1,11,1100,artificial/a.txt
lzmat,lzmat,1.01,,0.13,2.27,1,2,200,artificial/a.txt
lzo,lzo1,2.09,-1,2.25,2.26,1,2,200,artificial/a.txt
lzo,lzo1,2.09,-99,2.24,2.26,1,2,200,artificial/a.txt
lzo,lzo1a,2.09,-1,2.25,2.26,1,2,200,artificial/a.txt
lzo,lzo1a,2.09,-99,2.24,2.26,1,2,200,artificial/a.txt
lzo,lzo1b,2.09,-1,2.24,2.26,1,5,500,artificial/a.txt
lzo,lzo1b,2.09,-2,2.23,2.26,1,5,500,artificial/a.txt
lzo,lzo1b,2.09,-3,2.24,2.26,1,5,500,artificial/a.txt
lzo,lzo1b,2.09,-4,2.25,2.26,1,5,500,artificial/a.txt
lzo,lzo1b,2.09,-5,2.24,2.26,1,5,500,artificial/a.txt
lzo,lzo1b,2.09,-6,2.24,2.26,1,5,500,artificial/a.txt
lzo,lzo1b,2.09,-7,2.24,2.26,1,5,500,artificial/a.txt
lzo,lzo1b,2.09,-8,2.25,2.26,1,5,500,artificial/a.txt
lzo,lzo1b,2.09,-9,2.24,2.26,1,5,500,artificial/a.txt
lzo,lzo1b,2.09,-99,2.24,2.26,1,5,500,artificial/a.txt
lzo,lzo1b,2.09,-999,0.44,2.26,1,5,500,artificial/a.txt
lzo,lzo1c,2.09,-1,2.24,2.26,1,5,500,artificial/a.txt
lzo,lzo1c,2.09,-2,2.24,2.26,1,5,500,artificial/a.txt
lzo,lzo1c,2.09,-3,2.24,2.26,1,5,500,artificial/a.txt
lzo,lzo1c,2.09,-4,2.24,2.26,1,5,500,artificial/a.txt
lzo,lzo1c,2.09,-5,2.24,2.27,1,5,500,artificial/a.txt
lzo,lzo1c,2.09,-6,2.25,2.26,1,5,500,artificial/a.txt
lzo,lzo1c,2.09,-7,2.24,2.26,1,5,500,artificial/a.txt
lzo,lzo1c,2.09,-8,2.24,2.26,1,5,500,artificial/a.txt
lzo,lzo1c,2.09,-9,2.24,2.26,1,5,500,artificial/a.txt
lzo,lzo1c,2.09,-99,2.24,2.26,1,5,500,artificial/a.txt
lzo,lzo1c,2.09,-999,0.88,2.26,1,5,500,artificial/a.txt
lzo,lzo1f,2.09,-1,2.26,2.27,1,5,500,artificial/a.txt
lzo,lzo1f,2.09,-999,0.9,2.27,1,5,500,artificial/a.txt
lzo,lzo1x,2.09,-1,2.25,2.27,1,5,500,artificial/a.txt
lzo,lzo1x,2.09,-11,2.26,2.27,1,5,500,artificial/a.txt
lzo,lzo1x,2.09,-12,2.26,2.27,1,5,500,artificial/a.txt
lzo,lzo1x,2.09,-15,2.26,2.27,1,5,500,artificial/a.txt
lzo,lzo1x,2.09,-999,0.2,2.27,1,5,500,artificial/a.txt
lzo,lzo1y,2.09,-1,2.25,2.27,1,5,500,artificial/a.txt
lzo,lzo1y,2.09,-999,0.2,2.27,1,5,500,artificial/a.txt
lzo,lzo1z,2.09,-999,0.2,2.26,1,5,500,artificial/a.txt
lzo,lzo2a,2.09,-999,0.2,2.26,1,4,400,artificial/a.txt
lzrw,lzrw,15-Jul-1991,-1,1.17,2.26,1,5,500,artificial/a.txt
lzrw,lzrw,15-Jul-1991,-2,2.25,2.27,1,5,500,artificial/a.txt
lzrw,lzrw,15-Jul-1991,-3,1.69,2.26,1,5,500,artificial/a.txt
lzrw,lzrw,15-Jul-1991,-4,0.54,2.26,1,5,500,artificial/a.txt
lzrw,lzrw,15-Jul-1991,-5,0.54,2.26,1,5,500,artificial/a.txt
lzvn,lzvn,2017-03-08,,2.2,2.19,1,10,1000,artificial/a.txt
quicklz,quicklz,1.5.0,-1,0.06,0.44,1,12,1200,artificial/a.txt
quicklz,quicklz,1.5.0,-2,0.07,0.42,1,12,1200,artificial/a.txt
quicklz,quicklz,1.5.0,-3,0.07,0.44,1,12,1200,artificial/a.txt
shrinker,shrinker,0.1,,2.26,2.29,1,1,100,artificial/a.txt
slz,slz_deflate,1.0.0,-1,0.46,1.95,1,3,300,artificial/a.txt
slz,slz_deflate,1.0.0,-2,0.46,1.95,1,3,300,artificial/a.txt
slz,slz_deflate,1.0.0,-3,0.47,1.94,1,3,300,artificial/a.txt
slz,slz_gzip,1.0.0,-1,0.46,1.85,1,9,900,artificial/a.txt
slz,slz_gzip,1.0.0,-2,0.46,1.85,1,9,900,artificial/a.txt
slz,slz_gzip,1.0.0,-3,0.46,1.85,1,9,900,artificial/a.txt
slz,slz_zlib,1.0.0,-1,0.46,1.78,1,21,2100,artificial/a.txt
slz,slz_zlib,1.0.0,-2,0.46,1.78,1,21,2100,artificial/a.txt
slz,slz_zlib,1.0.0,-3,0.46,1.79,1,21,2100,artificial/a.txt
snappy,snappy,1.1.4,,2.01,2.14,1,3,300,artificial/a.txt
wflz,wflz,2015-09-16,,0.01,2.27,1,21,2100,artificial/a.txt
xpack,xpack,2016-06-02,-1,2.27,2.29,1,1,100,artificial/a.txt
xpack,xpack,2016-06-02,-2,2.26,2.29,1,1,100,artificial/a.txt
xpack,xpack,2016-06-02,-3,2.26,2.29,1,1,100,artificial/a.txt
xpack,xpack,2016-06-02,-4,2.27,2.29,1,1,100,artificial/a.txt
xpack,xpack,2016-06-02,-5,2.27,2.29,1,1,100,artificial/a.txt
xpack,xpack,2016-06-02,-6,2.26,2.29,1,1,100,artificial/a.txt
xpack,xpack,2016-06-02,-7,2.26,2.29,1,1,100,artificial/a.txt
xpack,xpack,2016-06-02,-8,2.27,2.29,1,1,100,artificial/a.txt
xpack,xpack,2016-06-02,-9,2.27,2.29,1,1,100,artificial/a.txt
xz,xz,5.2.3,-0,0.06,0.71,1,24,2400,artificial/a.txt
xz,xz,5.2.3,-1,0.01,0.72,1,24,2400,artificial/a.txt
xz,xz,5.2.3,-2,0.01,0.72,1,24,2400,artificial/a.txt
xz,xz,5.2.3,-3,0,0.72,1,24,2400,artificial/a.txt
xz,xz,5.2.3,-4,0,0.72,1,24,2400,artificial/a.txt
xz,xz,5.2.3,-5,0,0.72,1,24,2400,artificial/a.txt
xz,xz,5.2.3,-6,0,0.73,1,24,2400,artificial/a.txt
xz,xz,5.2.3,-7,0.07,0.72,1,24,2400,artificial/a.txt
xz,xz,5.2.3,-8,0.05,0.11,1,24,2400,artificial/a.txt
xz,xz,5.2.3,-9,0.05,0.11,1,24,2400,artificial/a.txt
zlib,zlib,1.2.11,-1,0.39,2.29,1,1,100,artificial/a.txt
zlib,zlib,1.2.11,-2,0.39,2.29,1,1,100,artificial/a.txt
zlib,zlib,1.2.11,-3,0.39,2.29,1,1,100,artificial/a.txt
zlib,zlib,1.2.11,-4,0.39,2.29,1,1,100,artificial/a.txt
zlib,zlib,1.2.11,-5,0.39,2.29,1,1,100,artificial/a.txt
zlib,zlib,1.2.11,-6,0.39,2.29,1,1,100,artificial/a.txt
zlib,zlib,1.2.11,-7,0.39,2.3,1,1,100,artificial/a.txt
zlib,zlib,1.2.11,-8,0.38,2.29,1,1,100,artificial/a.txt
zlib,zlib,1.2.11,-9,0.38,2.29,1,1,100,artificial/a.txt
zstd,zstd,1.3.4,-1,1.81,2.16,1,10,1000,artificial/a.txt
zstd,zstd,1.3.4,-2,1.81,2.16,1,10,1000,artificial/a.txt
zstd,zstd,1.3.4,-3,1.81,2.16,1,10,1000,artificial/a.txt
zstd,zstd,1.3.4,-4,1.81,2.16,1,10,1000,artificial/a.txt
zstd,zstd,1.3.4,-5,1.81,2.15,1,10,1000,artificial/a.txt
zstd,zstd,1.3.4,-6,1.81,2.15,1,10,1000,artificial/a.txt
zstd,zstd,1.3.4,-7,1.81,2.15,1,10,1000,artificial/a.txt
zstd,zstd,1.3.4,-8,1.81,2.15,1,10,1000,artificial/a.txt
zstd,zstd,1.3.4,-9,1.81,2.15,1,10,1000,artificial/a.txt
zstd,zstd,1.3.4,-10,1.81,2.16,1,10,1000,artificial/a.txt
zstd,zstd,1.3.4,-11,1.81,2.16,1,10,1000,artificial/a.txt
zstd,zstd,1.3.4,-12,1.82,2.16,1,10,1000,artificial/a.txt
zstd,zstd,1.3.4,-13,1.81,2.16,1,10,1000,artificial/a.txt
zstd,zstd,1.3.4,-14,1.82,2.16,1,10,1000,artificial/a.txt
zstd,zstd,1.3.4,-15,1.82,2.16,1,10,1000,artificial/a.txt
zstd,zstd,1.3.4,-16,1.82,2.16,1,10,1000,artificial/a.txt
zstd,zstd,1.3.4,-17,1.82,2.16,1,10,1000,artificial/a.txt
zstd,zstd,1.3.4,-18,1.82,2.16,1,10,1000,artificial/a.txt
zstd,zstd,1.3.4,-19,1.81,2.16,1,10,1000,artificial/a.txt
zstd,zstd,1.3.4,-20,1.82,2.16,1,10,1000,artificial/a.txt
zstd,zstd,1.3.4,-21,1.83,2.16,1,10,1000,artificial/a.txt
zstd,zstd,1.3.4,-22,1.82,2.16,1,10,1000,artificial/a.txt
zstd_fast,zstd_fast,1.3.4,--5,1.82,2.16,1,10,1000,artificial/a.txt
zstd_fast,zstd_fast,1.3.4,--4,1.82,2.16,1,10,1000,artificial/a.txt
zstd_fast,zstd_fast,1.3.4,--3,1.82,2.16,1,10,1000,artificial/a.txt
zstd_fast,zstd_fast,1.3.4,--2,1.82,2.16,1,10,1000,artificial/a.txt
zstd_fast,zstd_fast,1.3.4,--1,1.82,2.15,1,10,1000,artificial/a.txt
brotli,brotli,1.0.7,-0,3970.48,9446.31,415241,415246,100,artificial/pi_1m.bin
brotli,brotli,1.0.7,-1,2100.37,9416.54,415241,415246,100,artificial/pi_1m.bin
brotli,brotli,1.0.7,-2,943.74,9395.44,415241,415246,100,artificial/pi_1m.bin
brotli,brotli,1.0.7,-3,801.8,9398.42,415241,415246,100,artificial/pi_1m.bin
brotli,brotli,1.0.7,-4,657.75,9435.58,415241,415246,100,artificial/pi_1m.bin
brotli,brotli,1.0.7,-5,315.06,9386.1,415241,415246,100,artificial/pi_1m.bin
brotli,brotli,1.0.7,-6,305.75,9398.85,415241,415246,100,artificial/pi_1m.bin
brotli,brotli,1.0.7,-7,172.83,9386.52,415241,415246,100,artificial/pi_1m.bin
brotli,brotli,1.0.7,-8,134.08,9447.6,415241,415246,100,artificial/pi_1m.bin
brotli,brotli,1.0.7,-9,24.09,9387.58,415241,415246,100,artificial/pi_1m.bin
brotli,brotli,1.0.7,-10,5.87,9452.55,415241,415246,100,artificial/pi_1m.bin
brotli,brotli,1.0.7,-11,3.6,9453.84,415241,415246,100,artificial/pi_1m.bin
crush,crush,1.0,-0,13.03,261.06,415241,466202,112.27,artificial/pi_1m.bin
crush,crush,1.0,-1,13.02,261.06,415241,466202,112.27,artificial/pi_1m.bin
crush,crush,1.0,-2,13.01,261.06,415241,466202,112.27,artificial/pi_1m.bin
csc,csc,2016-10-13,-1,62.41,171.91,415241,415435,100.05,artificial/pi_1m.bin
